timestamp,electrode,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12
1713493258785.750,4,-243.65234375,-9.27734375,-81.0546875,-291.9921875,-493.65234375,-258.30078125,210.9375,145.5078125,-343.75,-444.3359375,-21.484375,365.234375
1713493258832.625,3,468.26171875,-763.18359375,-1000,-35.15625,-953.125,542.96875,-608.3984375,-1000,-344.7265625,951.171875,645.01953125,-601.5625
1713493258832.625,2,124.51171875,34.1796875,2.9296875,86.9140625,168.45703125,118.1640625,-6.8359375,-34.66796875,83.984375,158.69140625,114.74609375,22.4609375
1713493258832.625,0,237.79296875,-136.71875,-225.5859375,77.63671875,397.94921875,303.7109375,-52.24609375,-266.6015625,-52.24609375,352.5390625,334.47265625,-85.9375
1713493258832.625,1,-473.6328125,-473.14453125,-446.77734375,-406.73828125,-382.8125,-381.34765625,-405.76171875,-397.4609375,-354.4921875,-347.65625,-360.83984375,-370.60546875
1713493258832.625,4,261.71875,-88.37890625,-327.63671875,-195.3125,76.171875,152.34375,127.9296875,-6.34765625,-176.7578125,116.2109375,276.3671875,-83.0078125
1713493258879.500,3,-1000,-520.5078125,794.921875,745.1171875,-510.25390625,-1000,-666.50390625,558.59375,921.875,-257.32421875,-1000,-725.5859375
1713493258879.500,2,-20.5078125,32.2265625,116.2109375,111.328125,27.83203125,-48.828125,-3.41796875,119.62890625,136.71875,19.53125,-78.61328125,-4.39453125
1713493258879.500,0,-313.4765625,-40.52734375,338.37890625,313.96484375,-54.19921875,-265.13671875,-104.00390625,227.05078125,325.68359375,71.77734375,-248.046875,-213.8671875
1713493258879.500,1,-371.58203125,-347.65625,-331.54296875,-348.6328125,-361.328125,-371.58203125,-346.19140625,-302.734375,-305.17578125,-342.28515625,-346.6796875,-307.12890625
1713493258879.500,4,-363.28125,-247.55859375,126.46484375,201.171875,-112.3046875,-262.6953125,-134.765625,34.66796875,106.93359375,101.07421875,-26.85546875,-262.6953125
1713493258926.375,3,468.26171875,-977.05078125,-65.91796875,-1000,-744.140625,436.5234375,-899.90234375,233.88671875,-978.02734375,-856.4453125,294.921875,-895.99609375
1713493258926.375,2,105.95703125,116.2109375,38.0859375,-36.1328125,-18.5546875,55.6640625,106.4453125,49.31640625,-46.875,-74.70703125,24.4140625,127.9296875
1713493258926.375,0,222.65625,384.765625,76.66015625,-276.3671875,-213.37890625,188.4765625,367.1875,122.55859375,-243.65234375,-197.75390625,126.953125,321.77734375
1713493258926.375,1,-304.19921875,-311.5234375,-315.4296875,-313.96484375,-307.12890625,-292.48046875,-278.3203125,-276.85546875,-278.80859375,-294.921875,-268.5546875,-226.5625
1713493258926.375,4,-53.22265625,203.125,79.58984375,-258.7890625,-353.02734375,51.26953125,347.65625,252.9296875,-141.6015625,-108.88671875,196.77734375,175.29296875
1713493258973.250,3,445.80078125,-789.55078125,-1000,101.07421875,-906.73828125,581.0546875,-660.15625,-1000,31.73828125,-941.40625,684.5703125,-483.88671875
1713493258973.250,2,54.6875,-60.05859375,-55.17578125,49.31640625,99.12109375,42.48046875,-50.78125,-59.08203125,12.6953125,58.59375,70.3125,-9.27734375
1713493258973.250,0,199.21875,-198.73046875,-326.66015625,23.4375,373.53515625,239.2578125,-208.49609375,-343.26171875,28.3203125,363.76953125,218.26171875,-160.15625
1713493258973.250,1,-248.046875,-279.296875,-264.6484375,-230.95703125,-226.07421875,-256.34765625,-269.53125,-248.046875,-244.62890625,-245.60546875,-228.02734375,-254.39453125
1713493258973.250,4,201.171875,-68.359375,-366.69921875,-144.04296875,210.9375,327.63671875,37.59765625,-290.52734375,-48.33984375,501.46484375,380.37109375,-85.9375
1713493259020.125,3,-1000,-264.16015625,950.1953125,850.09765625,-307.12890625,-1000,-345.703125,833.984375,959.47265625,-173.33984375,-1000,-479.98046875
1713493259020.125,2,-72.75390625,-5.859375,83.0078125,71.77734375,-38.57421875,-99.609375,-30.76171875,70.80078125,50.29296875,-39.55078125,-61.03515625,-33.69140625
1713493259020.125,0,-339.35546875,-102.5390625,268.06640625,287.59765625,-88.8671875,-365.72265625,-156.25,259.27734375,348.14453125,-56.640625,-359.86328125,-140.13671875
1713493259020.125,1,-273.4375,-258.30078125,-261.71875,-287.59765625,-308.59375,-318.359375,-325.68359375,-315.4296875,-335.9375,-356.4453125,-347.16796875,-333.49609375
1713493259020.125,4,-250.48828125,-118.65234375,139.6484375,261.71875,164.0625,-46.875,-87.890625,156.73828125,483.88671875,232.421875,-283.69140625,-203.125
1713493259067.000,3,700.68359375,-961.9140625,16.11328125,-1000,-703.125,493.65234375,-908.203125,238.76953125,-965.33203125,-865.72265625,304.6875,-885.25390625
1713493259067.000,2,43.45703125,81.54296875,0.48828125,-98.6328125,-76.66015625,35.64453125,77.1484375,2.44140625,-115.72265625,-75.1953125,72.265625,88.8671875
1713493259067.000,0,242.1875,330.078125,17.08984375,-308.10546875,-231.93359375,140.625,338.37890625,99.609375,-248.53515625,-315.91796875,43.9453125,350.09765625
1713493259067.000,1,-320.3125,-329.1015625,-349.609375,-389.16015625,-396.484375,-370.1171875,-382.32421875,-415.0390625,-444.82421875,-425.78125,-400.87890625,-421.38671875
1713493259067.000,4,152.34375,268.06640625,75.1953125,-192.3828125,-183.59375,83.0078125,298.33984375,237.79296875,167.48046875,-89.84375,-106.4453125,271.484375
1713493259113.875,3,342.7734375,-892.08984375,-952.1484375,200.1953125,-926.26953125,483.3984375,-699.21875,-1000,38.57421875,-937.98828125,669.921875,-515.13671875
1713493259113.875,2,15.13671875,-54.19921875,-66.89453125,10.7421875,72.265625,20.99609375,-60.546875,-94.7265625,-6.34765625,104.4921875,59.5703125,-48.33984375
1713493259113.875,0,108.3984375,-283.69140625,-297.8515625,50.29296875,326.171875,191.89453125,-205.56640625,-303.22265625,-17.08984375,280.2734375,247.55859375,-148.4375
1713493259113.875,1,-438.96484375,-464.84375,-479.00390625,-454.1015625,-441.40625,-460.9375,-484.86328125,-505.37109375,-489.2578125,-466.796875,-501.46484375,-533.69140625
1713493259113.875,4,237.79296875,-145.5078125,-247.55859375,50.78125,169.43359375,95.21484375,-50.78125,-89.35546875,36.62109375,64.453125,181.640625,-33.203125
1713493259160.750,3,-1000,-185.05859375,993.1640625,791.9921875,-355.95703125,-1000,-323.2421875,920.8984375,892.578125,-227.5390625,-1000,-537.59765625
1713493259160.750,2,-74.21875,7.32421875,77.63671875,61.03515625,-21.484375,-79.58984375,-35.15625,38.0859375,69.82421875,-18.06640625,-126.46484375,-63.4765625
1713493259160.750,0,-359.375,-72.265625,330.078125,321.77734375,-47.8515625,-300.78125,-103.515625,260.25390625,222.65625,-134.27734375,-416.015625,-284.1796875
1713493259160.750,1,-527.83203125,-497.55859375,-483.3984375,-496.58203125,-505.37109375,-509.27734375,-507.32421875,-497.55859375,-491.2109375,-511.23046875,-527.83203125,-500.48828125
1713493259160.750,4,-339.35546875,-237.3046875,144.04296875,301.26953125,19.53125,-289.0625,-38.57421875,486.328125,381.34765625,-13.18359375,-219.23828125,-210.9375
1713493259207.625,3,713.8671875,-994.62890625,-78.125,-1000,-659.1796875,541.015625,-911.1328125,135.25390625,-1000,-769.53125,419.43359375,-887.6953125
1713493259207.625,2,64.94140625,53.7109375,-70.3125,-122.55859375,-71.2890625,12.20703125,15.13671875,-61.5234375,-103.02734375,-91.30859375,-5.37109375,48.828125
1713493259207.625,0,105.95703125,218.75,-119.140625,-472.65625,-353.02734375,50.78125,255.37109375,-22.94921875,-464.35546875,-389.16015625,46.875,267.578125
1713493259207.625,1,-458.49609375,-464.84375,-485.3515625,-484.86328125,-477.05078125,-461.42578125,-478.02734375,-495.1171875,-488.76953125,-488.28125,-485.83984375,-482.421875
1713493259207.625,4,74.21875,319.82421875,203.125,-116.69921875,-215.8203125,94.7265625,562.01171875,566.40625,-56.640625,-261.71875,58.10546875,272.4609375
1713493259254.500,3,347.65625,-901.85546875,-915.0390625,288.57421875,-961.42578125,445.80078125,-670.41015625,-1000,111.328125,-913.57421875,636.23046875,-562.98828125
1713493259254.500,2,-12.6953125,-114.74609375,-125.9765625,-10.7421875,45.8984375,-43.9453125,-133.30078125,-108.88671875,-7.8125,38.57421875,-7.32421875,-87.890625
1713493259254.500,0,55.6640625,-284.1796875,-300.78125,34.66796875,298.33984375,173.33984375,-193.84765625,-349.609375,0.48828125,381.34765625,268.06640625,-168.45703125
1713493259254.500,1,-487.3046875,-500,-499.0234375,-468.75,-469.23828125,-506.8359375,-513.18359375,-484.86328125,-470.21484375,-483.3984375,-492.1875,-490.72265625
1713493259254.500,4,157.71484375,-99.609375,-199.70703125,-62.01171875,229.00390625,355.95703125,113.28125,-266.6015625,-145.99609375,291.50390625,371.09375,-31.25
1713493259301.375,3,-1000,-24.90234375,-947.75390625,750.48828125,-394.04296875,-1000,-231.93359375,955.56640625,889.16015625,-187.5,-1000,-429.19921875
1713493259301.375,2,-114.2578125,-45.8984375,41.9921875,32.71484375,-71.2890625,-125.48828125,-54.6875,49.31640625,39.0625,-91.796875,-143.06640625,-42.96875
1713493259301.375,0,-306.640625,7.32421875,335.44921875,279.78515625,-95.703125,-286.62109375,-48.828125,313.4765625,346.6796875,9.27734375,-296.38671875,-141.11328125
1713493259301.375,1,-486.328125,-467.7734375,-455.56640625,-465.8203125,-494.140625,-501.46484375,-470.703125,-444.3359375,-456.54296875,-493.1640625,-486.81640625,-468.26171875
1713493259301.375,4,-325.68359375,-69.82421875,285.15625,215.33203125,-34.1796875,-144.53125,-70.3125,133.7890625,271.484375,248.53515625,-104.98046875,-284.66796875
1713493259348.250,3,818.359375,988.76953125,-59.5703125,-1000,-490.72265625,759.765625,-944.82421875,134.765625,-1000,-683.59375,530.2734375,-908.203125
1713493259348.250,2,38.57421875,20.5078125,-56.640625,-110.83984375,-77.63671875,3.41796875,33.69140625,-29.296875,-123.53515625,-97.16796875,26.3671875,64.94140625
1713493259348.250,0,288.0859375,384.27734375,19.53125,-308.10546875,-118.1640625,288.57421875,361.328125,62.98828125,-257.8125,-206.54296875,167.96875,382.32421875
1713493259348.250,1,-474.12109375,-476.07421875,-484.86328125,-481.93359375,-472.65625,-457.03125,-442.3828125,-455.078125,-470.21484375,-457.51953125,-430.17578125,-430.6640625
1713493259348.250,4,112.3046875,364.74609375,154.78515625,-276.85546875,-188.4765625,277.83203125,433.10546875,205.56640625,-95.21484375,-198.2421875,45.41015625,272.4609375
1713493259395.125,3,416.9921875,-861.328125,-817.3828125,411.1328125,-900.87890625,520.5078125,-747.55859375,-935.05859375,271.97265625,-900.87890625,597.16796875,-602.05078125
1713493259395.125,2,-35.15625,-132.32421875,-83.984375,17.578125,48.828125,-11.71875,-91.30859375,-81.54296875,-20.5078125,41.9921875,35.64453125,-73.2421875
1713493259395.125,0,186.5234375,-211.42578125,-285.64453125,124.0234375,395.99609375,167.48046875,-233.3984375,-290.52734375,83.984375,352.5390625,179.19921875,-171.875
1713493259395.125,1,-469.23828125,-477.5390625,-439.453125,-420.41015625,-416.50390625,-436.5234375,-446.2890625,-436.5234375,-438.4765625,-421.38671875,-420.8984375,-450.68359375
1713493259395.125,4,334.47265625,151.3671875,-279.296875,-89.84375,298.33984375,325.68359375,10.7421875,-240.234375,120.1171875,389.6484375,189.453125,-58.10546875
1713493259442.000,3,-1000,-7.8125,-944.3359375,739.74609375,-425.29296875,-1000,-157.2265625,-995.1171875,816.40625,-311.5234375,-1000,-291.50390625
1713493259442.000,2,-116.2109375,-13.18359375,83.984375,31.25,-77.1484375,-104.00390625,-26.3671875,46.38671875,29.296875,-47.36328125,-89.35546875,-53.7109375
1713493259442.000,0,-291.50390625,-60.546875,286.1328125,244.62890625,-152.83203125,-335.9375,-74.21875,320.3125,292.96875,-136.23046875,-360.83984375,-82.51953125
1713493259442.000,1,-452.1484375,-420.8984375,-411.1328125,-436.5234375,-459.47265625,-458.984375,-439.453125,-432.6171875,-424.31640625,-427.24609375,-445.3125,-447.265625
1713493259442.000,4,-158.69140625,-63.96484375,157.71484375,260.25390625,-39.0625,-283.69140625,-109.375,353.515625,407.2265625,-62.98828125,-384.27734375,-100.5859375
1713493259488.875,3,929.6875,928.22265625,-140.13671875,-1000,-462.890625,775.390625,-967.7734375,87.40234375,-1000,-648.4375,583.49609375,-916.015625
1713493259488.875,2,17.578125,57.6171875,-30.2734375,-103.515625,-42.48046875,55.6640625,67.87109375,-45.8984375,-119.140625,-50.78125,26.85546875,41.50390625
1713493259488.875,0,293.45703125,272.4609375,-50.78125,-324.70703125,-173.828125,252.9296875,367.1875,15.13671875,-365.72265625,-270.99609375,166.9921875,323.2421875
1713493259488.875,1,-429.6875,-416.015625,-467.28515625,-491.69921875,-486.81640625,-473.14453125,-441.40625,-469.7265625,-486.81640625,-468.26171875,-467.28515625,-468.75
1713493259488.875,4,362.79296875,227.5390625,-36.62109375,-287.109375,-319.3359375,41.50390625,268.06640625,273.92578125,-33.69140625,-326.171875,22.94921875,345.21484375
1713493259535.750,3,250,-986.328125,-748.53515625,462.40234375,-898.4375,453.61328125,-826.66015625,-905.76171875,294.43359375,-911.62109375,629.8828125,-563.4765625
1713493259535.750,2,-12.6953125,-86.9140625,-87.40234375,2.9296875,54.19921875,-15.625,-123.53515625,-125.48828125,-13.18359375,49.8046875,-28.3203125,-134.27734375
1713493259535.750,0,8.30078125,-338.8671875,-255.37109375,95.703125,292.96875,116.69921875,-263.18359375,-326.66015625,21.97265625,319.3359375,212.890625,-179.19921875
1713493259535.750,1,-474.12109375,-482.91015625,-481.93359375,-455.56640625,-461.42578125,-494.140625,-508.7890625,-490.234375,-443.84765625,-425.78125,-466.30859375,-490.72265625
1713493259535.750,4,102.05078125,-319.3359375,-336.42578125,27.34375,199.70703125,161.62109375,16.11328125,-192.87109375,-136.23046875,139.6484375,335.9375,150.390625
1713493259582.625,3,-954.1015625,174.31640625,-920.41015625,698.2421875,-467.28515625,-1000,43.9453125,-946.77734375,814.453125,-290.0390625,-1000,-168.45703125
1713493259582.625,2,-110.83984375,-29.78515625,28.80859375,7.8125,-79.58984375,-125.48828125,-49.8046875,48.33984375,30.2734375,-81.0546875,-129.8828125,-45.8984375
1713493259582.625,0,-350.5859375,-56.15234375,273.4375,150.87890625,-225.5859375,-329.58984375,-58.59375,282.2265625,226.07421875,-119.62890625,-326.66015625,-131.8359375
1713493259582.625,1,-472.65625,-459.9609375,-462.890625,-475.09765625,-482.91015625,-491.69921875,-479.4921875,-453.125,-443.359375,-476.07421875,-483.3984375,-448.73046875
1713493259582.625,4,-333.49609375,-161.1328125,247.55859375,219.23828125,-142.578125,-285.64453125,-46.38671875,141.6015625,144.53125,-63.96484375,-270.99609375,-216.796875
1713493259629.500,3,977.5390625,932.6171875,-87.890625,-1000,-405.2734375,847.16796875,995.60546875,-21.97265625,-1000,-518.06640625,733.88671875,-935.05859375
1713493259629.500,2,51.7578125,37.109375,-88.8671875,-129.39453125,-42.96875,30.2734375,25.87890625,-28.3203125,-84.9609375,-80.078125,-2.9296875,64.453125
1713493259629.500,0,235.3515625,305.6640625,-11.23046875,-355.95703125,-190.91796875,253.41796875,334.9609375,-55.17578125,-368.65234375,-179.6875,211.9140625,282.2265625
1713493259629.500,1,-440.91796875,-451.66015625,-469.23828125,-454.1015625,-428.22265625,-422.8515625,-425.29296875,-424.31640625,-434.5703125,-434.5703125,-403.80859375,-374.51171875
1713493259629.500,4,88.37890625,318.84765625,280.2734375,-133.30078125,-281.25,216.796875,487.3046875,104.00390625,-321.2890625,-205.078125,282.2265625,324.70703125
1713493259676.375,3,176.26953125,-1000,-711.42578125,499.51171875,-898.92578125,415.0390625,-870.60546875,-843.75,364.74609375,-901.85546875,525.87890625,-745.60546875
1713493259676.375,2,-2.44140625,-119.140625,-87.40234375,33.203125,62.01171875,-27.83203125,-116.69921875,-92.7734375,8.7890625,55.17578125,3.41796875,-76.66015625
1713493259676.375,0,41.50390625,-285.64453125,-286.1328125,85.9375,341.796875,143.5546875,-243.1640625,-284.66796875,83.0078125,335.9375,136.71875,-231.4453125
1713493259676.375,1,-409.1796875,-430.6640625,-407.2265625,-378.41796875,-366.69921875,-377.44140625,-373.046875,-352.5390625,-315.91796875,-304.6875,-319.82421875,-323.73046875
1713493259676.375,4,97.16796875,-139.6484375,-238.76953125,-31.73828125,281.25,280.2734375,-68.359375,-270.5078125,-41.015625,324.21875,243.1640625,-163.57421875
1713493259723.250,3,-928.7109375,287.109375,-912.59765625,656.25,-532.2265625,-1000,35.64453125,-952.1484375,802.734375,-325.1953125,-1000,-139.6484375
1713493259723.250,2,-92.28515625,-27.83203125,57.12890625,38.0859375,-82.03125,-116.69921875,-17.08984375,72.265625,23.4375,-94.7265625,-103.02734375,-17.08984375
1713493259723.250,0,-279.296875,61.5234375,280.2734375,155.76171875,-168.45703125,-319.82421875,-52.734375,276.3671875,268.06640625,-88.37890625,-355.95703125,-93.75
1713493259723.250,1,-320.80078125,-290.52734375,-242.67578125,-241.69921875,-277.34375,-271.484375,-228.515625,-194.3359375,-207.51953125,-223.14453125,-194.3359375,-178.22265625
1713493259723.250,4,-333.984375,88.8671875,337.40234375,179.6875,47.36328125,-55.6640625,59.08203125,229.4921875,353.515625,244.140625,-291.50390625,-304.19921875
1713493259770.125,3,-995.1171875,859.86328125,-235.83984375,-1000,-312.5,910.15625,966.796875,-79.58984375,-1000,-553.22265625,671.875,-946.77734375
1713493259770.125,2,45.8984375,32.2265625,-41.50390625,-104.00390625,-52.24609375,47.8515625,37.109375,-54.19921875,-110.83984375,-65.91796875,38.57421875,53.7109375
1713493259770.125,0,308.10546875,285.15625,-84.9609375,-292.96875,-96.6796875,279.78515625,317.87109375,-19.53125,-291.015625,-184.08203125,196.77734375,350.09765625
1713493259770.125,1,-162.59765625,-163.57421875,-181.15234375,-195.80078125,-194.82421875,-189.453125,-195.3125,-211.42578125,-202.63671875,-164.55078125,-133.7890625,-139.6484375
1713493259770.125,4,191.89453125,370.1171875,68.359375,-268.5546875,-186.5234375,187.98828125,365.72265625,162.59765625,-160.64453125,-209.47265625,32.2265625,230.95703125
1713493259817.000,3,105.46875,-1000,-707.51953125,500.9765625,-908.203125,209.9609375,-1000,-801.7578125,385.7421875,-892.578125,369.140625,-858.3984375
1713493259817.000,2,-71.2890625,-132.32421875,-51.26953125,27.83203125,51.7578125,-19.04296875,-106.4453125,-102.5390625,-19.04296875,60.546875,8.30078125,-107.421875
1713493259817.000,0,94.7265625,-292.96875,-257.8125,183.10546875,366.69921875,99.609375,-251.953125,-199.21875,151.85546875,310.05859375,132.8125,-209.47265625
1713493259817.000,1,-175.29296875,-155.2734375,-128.41796875,-132.32421875,-131.34765625,-153.3203125,-172.8515625,-176.26953125,-158.69140625,-135.7421875,-165.0390625,-190.91796875
1713493259817.000,4,403.80859375,120.1171875,-271.97265625,62.98828125,338.8671875,205.078125,-126.46484375,-181.15234375,142.08984375,226.07421875,128.90625,-61.03515625
1713493259863.875,3,-971.6796875,149.90234375,-892.578125,522.4609375,-724.609375,-1000,12.6953125,-921.875,622.0703125,-580.56640625,-1000,-190.91796875
1713493259863.875,2,-103.02734375,2.9296875,56.640625,-1.46484375,-91.30859375,-105.46875,-27.34375,48.33984375,27.34375,-76.171875,-117.67578125,-70.3125
1713493259863.875,0,-286.62109375,56.640625,362.3046875,199.21875,-196.2890625,-283.203125,34.1796875,330.078125,223.6328125,-153.3203125,-297.36328125,12.20703125
1713493259863.875,1,-177.734375,-158.69140625,-150.87890625,-160.64453125,-178.22265625,-177.24609375,-151.3671875,-133.7890625,-140.625,-175.78125,-187.01171875,-179.19921875
1713493259863.875,4,-190.91796875,-82.03125,166.015625,298.33984375,-49.31640625,-351.5625,-17.578125,372.0703125,349.12109375,10.7421875,-310.05859375,35.15625
1713493259910.750,3,-995.1171875,732.421875,-444.82421875,-1000,-423.828125,816.89453125,880.37109375,-242.1875,-1000,-578.125,670.41015625,993.1640625
1713493259910.750,2,22.94921875,48.33984375,-71.77734375,-130.859375,-50.29296875,35.64453125,20.01953125,-91.796875,-115.72265625,-33.69140625,33.69140625,46.38671875
1713493259910.750,0,297.36328125,225.5859375,-73.2421875,-287.109375,-95.703125,261.23046875,312.5,-13.18359375,-359.86328125,-177.24609375,238.28125,295.8984375
1713493259910.750,1,-157.2265625,-154.296875,-201.66015625,-209.47265625,-190.91796875,-184.08203125,-201.171875,-239.74609375,-236.328125,-222.16796875,-219.7265625,-223.14453125
1713493259910.750,4,363.28125,179.6875,11.23046875,-231.4453125,-218.26171875,168.45703125,440.4296875,369.140625,-210.9375,-406.73828125,67.3828125,302.24609375
1713493259957.625,3,-116.69921875,-1000,-673.828125,536.1328125,-970.703125,48.33984375,-1000,-795.41015625,372.0703125,-891.11328125,337.40234375,-903.80859375
1713493259957.625,2,-21.97265625,-98.6328125,-70.3125,40.52734375,75.68359375,-17.08984375,-114.2578125,-75.1953125,42.96875,77.63671875,-22.4609375,-108.3984375
1713493259957.625,0,-25.87890625,-304.6875,-191.89453125,168.45703125,311.5234375,64.94140625,-261.23046875,-259.765625,111.328125,327.1484375,135.25390625,-262.6953125
1713493259957.625,1,-244.62890625,-271.484375,-275.390625,-259.27734375,-265.625,-305.6640625,-319.82421875,-318.359375,-325.1953125,-330.078125,-360.83984375,-359.375
1713493259957.625,4,33.203125,-329.1015625,-308.59375,47.36328125,206.54296875,110.83984375,-23.92578125,-198.73046875,-92.7734375,199.70703125,370.1171875,30.2734375
1713493260004.500,3,-925.29296875,220.21484375,-887.6953125,447.265625,-803.22265625,-996.58203125,96.6796875,-916.015625,575.68359375,-628.90625,-1000,-151.3671875
1713493260004.500,2,-60.05859375,15.13671875,61.5234375,25.87890625,-68.359375,-104.4921875,-25.87890625,80.078125,48.33984375,-82.51953125,-110.3515625,-8.7890625
1713493260004.500,0,-324.21875,76.171875,324.21875,125.9765625,-234.375,-273.4375,27.83203125,246.09375,149.4140625,-177.24609375,-334.47265625,-78.61328125
1713493260004.500,1,-328.61328125,-328.125,-324.70703125,-332.51953125,-358.88671875,-374.51171875,-351.07421875,-340.33203125,-374.51171875,-411.62109375,-411.1328125,-381.34765625
1713493260004.500,4,-465.8203125,-156.73828125,292.96875,210.44921875,-159.1796875,-187.01171875,84.9609375,213.8671875,168.9453125,25.390625,-184.08203125,-164.0625
1713493260051.375,3,-977.05078125,727.5390625,-464.35546875,-1000,-331.0546875,916.015625,832.51953125,-339.84375,-1000,-458.0078125,766.6015625,947.75390625
1713493260051.375,2,68.84765625,28.3203125,-69.3359375,-95.21484375,-28.80859375,47.36328125,30.76171875,-44.921875,-95.21484375,-72.265625,35.64453125,70.3125
1713493260051.375,0,259.765625,220.703125,-159.1796875,-367.1875,-112.3046875,260.25390625,252.44140625,-119.62890625,-331.54296875,-125.9765625,185.546875,256.34765625
1713493260051.375,1,-363.28125,-371.58203125,-388.671875,-394.53125,-395.99609375,-386.23046875,-383.7890625,-396.97265625,-414.0625,-415.0390625,-387.6953125,-380.859375
1713493260051.375,4,188.96484375,352.5390625,88.8671875,-309.5703125,-235.83984375,195.3125,316.89453125,-44.43359375,-347.65625,-134.27734375,199.70703125,237.3046875
1713493260098.250,3,-162.59765625,-1000,-614.2578125,582.03125,-925.78125,78.125,-1000,-736.328125,456.0546875,-909.66796875,211.9140625,-982.421875
1713493260098.250,2,-37.109375,-105.95703125,-61.03515625,39.0625,56.15234375,-38.0859375,-105.95703125,-56.15234375,38.57421875,56.15234375,9.27734375,-72.265625
1713493260098.250,0,-23.92578125,-309.08203125,-190.4296875,160.64453125,329.1015625,72.75390625,-294.43359375,-249.51171875,180.17578125,358.3984375,41.50390625,-230.46875
1713493260098.250,1,-401.85546875,-406.25,-390.625,-374.0234375,-392.08984375,-417.96875,-421.875,-416.50390625,-398.4375,-375,-368.1640625,-393.5546875
1713493260098.250,4,100.5859375,-179.19921875,-235.83984375,45.8984375,383.30078125,405.2734375,-100.5859375,-348.14453125,82.03125,452.63671875,192.3828125,-143.06640625
1713493260145.125,3,-841.30859375,314.94140625,-891.6015625,437.98828125,-817.3828125,-962.40234375,183.59375,-899.4140625,580.56640625,-650.87890625,-1000,-4.39453125
1713493260145.125,2,-67.87109375,32.2265625,95.703125,30.76171875,-76.66015625,-80.078125,18.5546875,75.68359375,18.06640625,-58.10546875,-63.96484375,14.16015625
1713493260145.125,0,-190.4296875,86.9140625,299.31640625,145.99609375,-194.82421875,-246.09375,80.56640625,371.09375,240.234375,-154.78515625,-255.37109375,77.1484375
